Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
AC-13295,[Issue] Feature/php8.1 constructor property promotion wee graph ql,https://github.com/magento/magento2/issues/39309,Replace allmost all properties with constructor property promotion in module wee graph ql:,<https://github.com/magento/magento2/pull/36975>,Tax,true
AC-13296,[Issue] Use current sore id for category runtime cache,https://github.com/magento/magento2/issues/39310,"The system now correctly uses the current store ID for category runtime cache, preventing data override when emulation is used or custom code saves the category in different stores. Previously, the object stored in runtime might have been from the wrong store, leading to data override.",<https://github.com/magento/magento2/pull/36394>,Catalog,true
AC-13302,[Issue] [FEATURE] Performance optimisation large shopping carts by preventing…,https://github.com/magento/magento2/issues/39292,"The system now optimizes performance for large shopping carts by preventing duplicate getActions calls, enhancing the speed and efficiency of shopping cart operations. Previously, for a shopping cart with multiple items, the getActions function was called multiple times, slowing down the system's performance.",<https://github.com/magento/magento2/pull/39290>,Cart & Checkout,true
AC-13321,Magento Exception thrown in some order related test cases,"","The system now correctly handles the 'sendGuestPaymentInformation' step in various test cases, preventing Magento exceptions from being thrown. Previously, these exceptions were occurring due to a null payment method, causing failures in several test cases.","",Bundle,false
AC-13324,bin/magento sampledata:deploy --no-update throws an exception,https://github.com/magento/magento2/issues/39344,"The system now correctly accepts a boolean value when using the --no-update option in the sampledata:deploy command, preventing any errors during sample data deployment. Previously, an error was thrown when using this command as the system was incorrectly expecting an integer value.",<https://github.com/magento/magento2/pull/39345>,Catalog,true
AC-13345,[Issue] [PHPDOC] Fix bad phpdoc Magento\Directory\Model\AllowedCountries::getAllowedCountries(),https://github.com/magento/magento2/issues/39246,"The PHPDoc for the AllowedCountries::getAllowedCountries() method has been corrected to provide accurate information, enhancing the clarity and usefulness of the documentation. Previously, the PHPDoc for this method contained incorrect information, which could lead to confusion or misuse of the method.",<https://github.com/magento/magento2/pull/39241>,Framework,true
AC-13348,[Issue] Removes some code for PHP versions we no longer support.,https://github.com/magento/magento2/issues/39361,Removal of code for PHP versions that no longer getting supported in Magento,<https://github.com/magento/magento2/pull/39202>,Framework,true
AC-13355,[Issue] Fix usage of EAV cache type,https://github.com/magento/magento2/issues/32322,"The system now correctly uses the EAV cache type in all relevant places, ensuring consistent and efficient data caching. Previously, the EAV cache type was not used consistently, leading to potential inefficiencies and inconsistencies in data caching.",<https://github.com/magento/magento2/pull/31264>,Catalog,true
AC-13362,[Issue] PHPDoc correction spelling,https://github.com/magento/magento2/issues/31399,"The system now correctly recognizes deprecated methods in IDEs due to a spelling correction in the PHPDoc. Previously, a spelling error in the PHPDoc caused IDEs to not recognize certain methods as deprecated.",<https://github.com/magento/magento2/pull/31398>,Test framework,true
AC-13398,"Using virtual type to configure plugin, interceptor method cannot be generated correctly in setup:di:compile command",https://github.com/magento/magento2/issues/33980,"The system now correctly generates interceptor methods when using a virtual type to configure a plugin, ensuring consistent results whether precompiled or runtime compiled. Previously, the system would generate incorrect results when precompiled compared to runtime compilation.",<https://github.com/magento/magento2/pull/38141>,Other Developer Tools,true
AC-13414,Credit Card(Payflow Link) payment is not working,"",Earlier Getting error (Payment got Declined) while placing order with Credit Card after the fix Order placed successfully.,<https://github.com/magento/magento2/commit/a68324bc>,Payments,true
AC-13417,[Issue] Make ImageMagick Adapter compatible with php8 (Implicit conversion from float to int),https://github.com/magento/magento2/issues/39402,"The system now ensures compatibility with PHP8 by correctly handling float numbers when calculating image dimensions, preventing any errors due to implicit conversion from float to int. Previously, the calculation of image dimensions could result in float numbers, which when implicitly rounded, would cause an error.",<https://github.com/magento/magento2/pull/37362>,Framework,true
AC-13423,[Issue] Fixed broken Bundle and Downloadable product pages layout in Magento >= 2.4.7,https://github.com/magento/magento2/issues/39403,"The layout for bundle and downloadable product pages has been fixed, ensuring a consistent and correct display across all devices. Previously, these pages experienced layout issues due to a rearrangement of the product info media block.",<https://github.com/magento/magento2/commit/6cfb9b6b>,Product,true
AC-13459,"Inconsistent Behavior in ""Out of Stock"" Sorting with Minimum Stock Threshold","","The system now correctly sorts products in the catalog based on stock levels, adhering to the set Minimum Stock Threshold and moving out-of-stock items to the bottom of the list consistently. Previously, the sorting behavior was inconsistent, with items not always appearing in the correct order based on their stock levels, and changes in sorting could occur unpredictably after saving, refreshing, or modifying the category hierarchy.",<https://github.com/magento/magento2/commit/47b448e2>,UI Framework,true
AC-13471,Support for Symfony's CommandLoaderInterface in Magento CLI,https://github.com/magento/magento2/issues/29266,This change reduces initialization time of the Magento CLI app by allowing deferred initialization of commands until they're needed.,<https://github.com/magento/magento2/pull/29355>,Performance,true
AC-13472,Suggestion for improved error reporting for require.js loading problems,https://github.com/magento/magento2/issues/36761,This PR improves the error message when requirejs fails to load a component.,<https://github.com/magento/magento2/pull/38971>,UI Framework,true
AC-13478,MAGETWO-95118: Checking behaviour with the persistent shopping cart after the session is expired,"","",<https://github.com/magento/magento2/commit/7d5e3906>,Test framework,true
AC-13501,2.4.8-beta102 package Enterprise edition is failing with application exceptions,"","","",B2B,false
AC-13520,Transaction Authorization Not Displayed in Transaction Tab After PayPal Smart Button Order,"","The system now correctly displays the transaction authorization in the Transaction tab after an order is placed using the PayPal Smart Button. Previously, the authorization transaction was not appearing in the Transaction tab after clicking the ""Authorize"" button, and no new transaction of type ""Authorization"" was created.",<https://github.com/magento/magento2/commit/6cfb9b6b>,"Admin UI, Payment/ Payment Methods, Order",true
AC-13529,Product import csv file with special characters fails due to code changes in Validate.php file,"","The system now correctly validates and imports product CSV files containing special characters, allowing for successful data transfer. Previously, attempting to import a product CSV file with special characters would result in an error, preventing the import process.",<https://github.com/magento/magento2/commit/6cfb9b6b>,Admin UI,true
AC-13537,[Issue] [PHPDOC] Fix bad phpdoc Magento\Framework\App\Config\ScopeConfigInterface,https://github.com/magento/magento2/issues/39492,This update corrects the PHPDoc annotations in the Magento\Framework\App\Config\ScopeConfigInterface to accurately reflect the type of the $scopeCode argument for the getValue and isSetFlag methods.,<https://github.com/magento/magento2/pull/39199>,Framework,true
AC-13569,[Issue] Restores backwards compatibility with TinyMCE plugins again (after it…,https://github.com/magento/magento2/issues/39262,"The system now restores backward compatibility with TinyMCE plugins, allowing functions defined inside the plugin to be called when using the widget from another location. Previously, due to a change in the TinyMCE version, the plugins were not returning the widgets as an object, resulting in an error when trying to call certain functions on the widget instance.",<https://github.com/magento/magento2/pull/39258>,Content,true
AC-13596,Catalog Advanced Search with empty data goes to search result page[2.4.dev branch],"","The system now correctly retains users on the Advanced Search page and displays an error message when they attempt to perform a search without entering any data. Previously, performing an empty search would redirect users to the Catalog Advanced Search page with a message prompting them to modify their search.",<https://github.com/magento/magento2/commit/6cfb9b6b>,Catalog,true
AC-13622,[Issue] Product layout based on attribute_set,https://github.com/magento/magento2/issues/38790,"The system now allows the adjustment of product layout based on the attribute set, providing a more practical and efficient way to manage product display in the frontend store. Previously, the layout could only be adjusted by SKU or by product types, which was not always practical for many products or specific articles.",<https://github.com/magento/magento2/pull/36244>,Catalog,true
AC-13628,B2B Login as Customer header still has Magento branding,"","Earlier the storefront header shows ""You are now connected as <customer name> on <store name>"" with Magento branding. Which is now fixed and the header shows with ADOBE branding.",<https://github.com/magento/magento2/commit/96dec499>,"Admin UI, B2B",true
AC-13699,Papal payflow Credit card details saved for later use are not showing up on stored payment method page,"",Earlier Papal payflow Credit card details saved for later use was not showing up on stored payment method page which is now fixed credit card details are showing up on stored payment method page.,<https://github.com/magento/magento2/commit/96dec499>,"Payment/ Payment Methods, Order",true
AC-13716,Integration tests are failed Magento\NegotiableQuote\Controller\Quote\DownloadTest::testCompanyManagerDownloadWithNQSubPermission,"","","",Test framework,false
AC-13721,magento/module-open-search depends on on nonexistent opensearch-php branch,"","",<https://github.com/magento/magento2/commit/05dc0bbf>,Search,true
AC-13722,[Database Compare] Fatal error if database contains record about Target Rule without conditions,"",Earlier if Database contains record about the target rule without any condition was getting fatal errors but after the fix Database comparison tool passes successfully without fatal errors.,"",Test framework,false
AC-13725,Magento\Framework\Filesystem\Driver\Http depends on reason phrase OK,https://github.com/magento/magento2/issues/39546,"Removed ""OK"" phrase check from Magento\Framework\Filesystem\Driver\Http::isExists",<https://github.com/magento/magento2/pull/39558>,Framework,true
AC-13751,Second Cart Price Rule isn't applied if First Cart rule is already applied,"","","",Sales,false
AC-13767,"When the Max Number of Password Reset Requests""  is set greater than 0 eg: 3 , ""Exceeding limit error messages are sent before reching the limit i.e from second time","","","",Admin UI,false
AC-13768,"Though the Max Number of Password Reset Requests""  is set to 0( diabled) , ""Exceeding limit error messages are sent from 2nd time""","","","",Admin UI,false
AC-13797,Gift registry Product isn't displayinging properly,"","","",Cart & Checkout,false
AC-13810,Customer Grid indexer does not work properly in Update by Schedule mode,"",Earlier Customer grid was updated instantly but after the fix Customer grid is updated after cron run but not reflect instantly.,<https://github.com/magento/magento2/commit/1da9ba6f>,Framework,true
AC-13839,Reorder with a deleted parent configurable product,https://github.com/magento/magento2/issues/39568,Now while reordering with the deleted product the system will not show the reorder button to reorder,<https://github.com/magento/magento2/pull/39601>,Order,true
AC-13841,Gift registry Product isn't displaying properly,"","","",Cart & Checkout,false
AC-13848,Fix static tests to enable usage by 3d-party extensions,"","",<https://github.com/magento/magento2/commit/9e383b4d>,Test framework,true
AC-13850,There is no red asterisk for mandatory phone number field,"",Earlier red asterisk was not showing for phone number but  phone number was mandatory. Which is now fixed red asterisk can be seen on phone number as a mandatory filed.,<https://github.com/magento/magento2/commit/c699c206>,Admin UI,true
AC-13855,Penny rounding error in catalog rule,"","",<https://github.com/magento/magento2/commit/276e0acd>,Pricing,true
AC-13922,Unable to create shipment for order item with multiple sources and corrupted SKU,"",Earlier when spaces  was mistakenly added  in sku  through database leads to error in shipment page which is now fixed and automatic trim is considered as human friendly error and no impact was found .Therefore shipment was successfully created.,<https://github.com/magento/inventory/commit/c18eb5fa>,Inventory / MSI,true
AC-13924,[Issue] Fix bad \Magento\Sales\Model\Order\Email\Container\Template::$id property,https://github.com/magento/magento2/issues/39151,"This fixes the bad phpdoc for \Magento\Sales\Model\Order\Email\Container\Template::$id, actually $id is type int but in reality is string.",<https://github.com/magento/magento2/pull/39150>,Order,true
AC-14004,PHP 8.4 Deprecation Errors Causing Build Failures in 2.4-develop,"","",<https://github.com/magento/magento2/commit/1da9ba6f>,UI Framework,true
AC-14293,Admin express checkout button is disabled.,"","","",Braintree,false
AC-14299,Front end UI Homepage in my profile Dropdown is button is not there.(intermittently),"","","",Account,false
AC-14300,In Admin When we try to Reorder submit order button is not clickable. (intermittently),"","","",Admin UI,false
AC-2341,"""select"" custom customer address attribute does not render for new customer address",https://github.com/magento/magento2/issues/34950,"","","Account, Cart & Checkout",true
AC-3223,Special characters in category url_key (when created via REST API),https://github.com/magento/magento2/issues/35577,Earlier In category_url_key special character is not there after the fix it  is showing special character in category_url_key,<https://github.com/magento/magento2/commit/c699c206>,APIs,true
AC-5969,"AlertProcessor - Argument #2 ($storeId) must be of type int, string given",https://github.com/magento/magento2/issues/35602,"The system now correctly triggers product alert emails by ensuring the store identifier is of the correct data type. Previously, product alert emails were not being sent due to a type mismatch in the store identifier.",<https://github.com/magento/magento2/commit/0574ac23>,Product,true
AC-6071,Customer is logged in but showing 404 error in frontend.,https://github.com/magento/magento2/issues/35838,"The storefront customer dashboard page now loads as expected when a customer logs in. Previously, customers could log in, but this page showed a 404 error. [GitHub-35838](https://github.com/magento/magento2/issues/35838)",<https://github.com/magento/magento2/pull/36263>,Account,true
AC-6738,Missing unique key on eav_attribute_option_value table,https://github.com/magento/magento2/issues/24718,"The system now includes a unique key on the 'option_id' and 'store_id' columns in the 'eav_attribute_option_value' table, preventing the possibility of an option having multiple values for the same store view. Previously, faulty code could result in an option having multiple values for the same store view, causing issues when editing products or attributes.",<https://github.com/magento/magento2/pull/28796>,Catalog,true
AC-6754,typo error on a js file.,https://github.com/magento/magento2/issues/36163,"The system now correctly uses the term ""subscribers"" in the JavaScript file, ensuring proper functionality of the related features. Previously, a typographical error in the JavaScript file resulted in the incorrect use of the term ""subsctibers"".",<https://github.com/magento/magento2/pull/36171>,Framework,true
AC-6975,[Issue] Set default indexer mode to 'schedule',https://github.com/magento/magento2/issues/36419,"All new indexers are by default in **[!UICONTROL Update by Schedule]** mode.  Previously, the default mode was **[!UICONTROL Update on Save]**. Existing indexers are not affected. [GitHub-36419](https://github.com/magento/magento2/issues/36419)",<https://github.com/magento/magento2/commit/0b410856>,Admin UI,true
AC-7050,Category selection tree in edit product is not in the same order as set in Catalog->Categories,https://github.com/magento/magento2/issues/36101,"The system now correctly displays the category selection tree in the product edit section in the same order as set in Catalog->Categories, making product administration easier in large catalogues. Previously, the category tree in the product edit section was displayed in the order of category creation, regardless of the display order set in Catalog->Categories.",<https://github.com/magento/magento2/pull/36104>,"Catalog, Product",true
AC-7700,[Issue] Drop indexer changelog tables on mview unsubscribe,https://github.com/magento/magento2/issues/29789,"The system now automatically removes unused changelog tables when an index is switched from 'update on schedule' to 'update on save', marking the index as invalid to ensure no entries are missed. Previously, switching an index to 'update on save' would leave unused changelog tables in the system and mark all changed indexes as 'valid'.",<https://github.com/magento/magento2/pull/25859>,Admin UI,true
AC-7962,No link to shipping when in payments in checkout in mobile phone view,https://github.com/magento/magento2/issues/36856,"The system now ensures that the checkout titles/links ""Shipping"" and ""Review & Payments"" are always visible on top of the page in mobile view, allowing users to easily navigate between steps and make necessary corrections. Previously, these titles/links were hidden in mobile view, making it difficult for users to know their current step or go back to previous steps.",<https://github.com/magento/magento2/pull/36982>,Admin UI,true
AC-7976,[Issue] Introduced support of custom scalar types for GraphQL schema,https://github.com/magento/magento2/issues/36877,"The system now supports custom scalar types for GraphQL schema, allowing developers to define custom scalar types and implementations. This feature can be particularly useful for expressing values that may require validation, such as HTML, emails, URLs, dates, etc., and for more advanced cases like EAV attributes. Previously, the system did not support the processing of custom scalar types in GraphQL.","<https://github.com/magento/magento2/pull/34651>, <https://github.com/magento/magento2/commit/0574ac23>","Framework, GraphQL",true
AC-8103,Translation VAT in address renderer,https://github.com/magento/magento2/issues/36942,"The system now allows for the translation of the text ""VAT"", ""T"", ""F"" in the address renderers, enabling users to translate these terms to the specific language of the store. Previously, these terms were not translatable, forcing users to employ a workaround.",<https://github.com/magento/magento2/pull/36943>,Cart & Checkout,true
AC-8109,customer Orders query shipment comments created_at is returned in +0 timezone not in store configured timezone,https://github.com/magento/magento2/issues/36947,"The system now correctly displays the 'created_at' field from shipment comments in the customer's configured timezone when using the customer Orders query. Previously, the 'created_at' field was displayed in the +0 timezone, regardless of the customer's configured timezone.",<https://github.com/magento/magento2/pull/37642>,Admin UI,true
AC-8297,"[Issue] Use visibility class for category product indexer, instead of hardcoded values",https://github.com/magento/magento2/issues/37200,"The system now uses the visibility class for the category product indexer instead of hardcoded values, enhancing modularity. Previously, hardcoded values were used in the category product indexer, limiting flexibility and adaptability.",<https://github.com/magento/magento2/pull/37199>,Catalog,true
AC-8353,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37253,"The system now adheres to coding standards by removing the forbidden `@author` tag from certain modules, ensuring cleaner and more standardized code. Previously, the `@author` tag was present in some modules, which was against the established coding standards.",<https://github.com/magento/magento2/pull/37003>,Framework,true
AC-8356,[Issue] Remove forbidden `@author` tag from `Magento_Customer` (part 2),https://github.com/magento/magento2/issues/37250,"The system now adheres to the coding standard by removing the forbidden `@author` tag from certain modules, ensuring cleaner and more standardized code. Previously, the `@author` tag was present in some modules, which was against the established coding standards.",<https://github.com/magento/magento2/pull/37000>,Framework,true
AC-8499,Region text field is not reset when country dropdown is changed,"","The system now resets the region text field when the country is changed in the dropdown menu, ensuring that previous values do not persist. Previously, changing the country from the dropdown list did not reset the region field, causing the last saved value to be preserved.",<https://github.com/magento/magento2/commit/3ea26621>,Customer/ Customers,true
AC-8659,"Space in editorconfig syntax breaks rule for [{composer,auth}.json]",https://github.com/magento/magento2/issues/37394,"The system now correctly applies a 4-space indent to the composer and auth.json files, following a fix to a syntax error in the editorconfig. Previously, due to a space in the editorconfig syntax, these files were incorrectly formatted with a 2-space indent.",<https://github.com/magento/magento2/pull/37395>,Framework,true
AC-8662,[Issue] Improve cron error logging,https://github.com/magento/magento2/issues/37453,"The system now captures and logs both STDERR and STDOUT for cron processes, providing valuable diagnostic information in scenarios where cron processes fail. Previously, any error messages within cron processes were not recorded, and STDERR and STDOUT for cron groups running in separate processes were lost.",<https://github.com/magento/magento2/pull/32690>,Framework,true
AC-8951,Physical Giftcard options don't have the right sorting order,"","The system now correctly sorts the options of physical gift card products when queried via GraphQL, ensuring consistent rendering with the Luma theme. Previously, the sort order was incorrect according to luma theme, leading to incorrect display and ordering of options such as sender name, recipient name, and amount.",<https://github.com/magento/magento2/commit/1bafc571>,GraphQL,true
AC-8984,[Issue] Adds some more colors to the output of certain setup cli commands,https://github.com/magento/magento2/issues/29335,"The system now adds more colors to the output of certain setup command line interface (CLI) commands, enhancing readability and user experience. Previously, the output of these commands was harder to read due to lack of color differentiation.",<https://github.com/magento/magento2/pull/29298>,Framework,true
AC-9007,[Issue] Do not load backend block context on frontend,https://github.com/magento/magento2/issues/37617,"The system now ensures that backend block context is not loaded on the frontend, preventing the creation of unnecessary backend sessions and potential session locks. Previously, the system was incorrectly loading the backend block context on the frontend, leading to the creation of backend sessions and potential session locks.",<https://github.com/magento/magento2/pull/36368>,UI Framework,true
AC-9111,Order get(Shipments|Creditmemos|Invoice)Collection - Collection should not be loaded,https://github.com/magento/magento2/issues/37561,"The system now ensures that the collections for shipments and credit memos are not pre-loaded when retrieved from an order, allowing for additional filters or orders to be applied to these collections. Previously, these collections were automatically loaded, preventing any further modifications.",<https://github.com/magento/magento2/pull/37562>,"Catalog, Framework",true
AC-9157,[GraphQL] Resolver Cache is Invalidated When Creating/Editing/Moving/Deleting a Staging Update,"","The system now ensures that the resolver cache is not invalidated when creating, editing, moving, or deleting a staging update, but only when the staging update is applied to the entity. Previously, the resolver cache was invalidated prematurely, even before the staging update was applied, which led to unnecessary cache invalidations.",<https://github.com/magento/magento2/commit/0c53bbf7>,GraphQL,true
AC-9168,[Issue] Remove unnecessary scripts review summary,https://github.com/magento/magento2/issues/37776,"The system now optimizes page load time by removing unnecessary JavaScript scripts from the rating section, instead using inline CSS styles for a more efficient and readable code. Previously, the use of JavaScript scripts for the rating section could potentially slow down page load time.",<https://github.com/magento/magento2/pull/34643>,UI Framework,true
AC-9240,Deleting Customer Does Not Clean All Browser Session Data on Storefront for Logged in & Deleted Customer,"","Deleting a customer now cleans all browser session data from the storefront for logged-in and deleted customers as expected. The shopper can continue shopping, and their browser treats their session as a guest session. Previously, when the customer account for a logged-in shopper was deleted from the Admin, then the shopper's browser threw JavaScript errors.",<https://github.com/magento/magento2/commit/7d5e3906>,Customer/ Customers,true
AC-9375,Currency code not change in New product widget,https://github.com/magento/magento2/issues/37898,"The system now correctly updates the currency code in the New Product widget when the currency is changed in the frontend, ensuring consistency in currency display across the site. Previously, changing the currency in the frontend did not affect the currency code displayed in the New Product widget.",<https://github.com/magento/magento2/pull/37899>,Catalog,true
AC-9386,[Random BUG] Email field isn't rendered or takes a lot of time show up in Checkout Shipping or Payment page,"","Commerce now renders the **[!UICONTROL Email]** field on the checkout shipping and payment pages as expected. Previously, this field was either absent or rendered slowly.",<https://github.com/magento/magento2/commit/e1babcfd>,"Cart & Checkout, Checkout/ One Page Checkout",true
AC-9432,[Issue] Allow use of CIDR ranges in maintenance allow list,https://github.com/magento/magento2/issues/37943,"The system now supports the use of CIDR ranges in the maintenance mode allow IP list, enabling a range of IP addresses to bypass maintenance mode. Previously, the maintenance mode allow IP list only permitted individual IP addresses to bypass maintenance mode.",<https://github.com/magento/magento2/pull/30699>,Targeting,true
AC-9569,[GraphQL Resolver] Customer Resolver Data is Not Invalidated From Import,"","GraphQL customer resolver cache is now invalidated as expected when a customer is edited or deleted through imports. Previously, the cache was not invalidated, and customer data could be edited or deleted during import.",<https://github.com/magento/magento2/commit/0574ac23>,"GraphQL, Performance",true
AC-9607,Filtering Company Grid & Then Attempting Grid CSV Export Will Fail & Throw Exception,"","The system now allows successful CSV export of the Companies grid data in the admin panel, even when filters such as 'Outstanding Balance' and 'Company Type' are applied. Previously, applying certain filters and attempting to export the grid data would result in a failure and an exception being thrown.",<https://github.com/magento/magento2/commit/44cef3a9>,"B2B, Framework",true
AC-9630,Upgrading Magento resets general/region/state_required when new country with required state/region is added.,https://github.com/magento/magento2/issues/37796,"The system now only adds the modified country to the 'general/region/state_required' configuration when a new country with required states is added, preventing any disruption to custom code that assumes the region is disabled. Previously, adding a new country with required states would reset the 'general/region/state_required' configuration to default countries with a required state, potentially breaking the shop.",<https://github.com/magento/magento2/pull/38076>,Framework,true
AC-9638,[Issue] file upload issue in WYSIWYG editor on product page,https://github.com/magento/magento2/issues/38026,"The system now correctly displays the folder tree and allows image uploads in the WYSIWYG editor on the product page, even after expanding the 'Image and Videos' tab first. Previously, expanding the 'Image and Videos' tab first resulted in the folder tree not being displayed and an error message when attempting to upload an image in the WYSIWYG editor.",<https://github.com/magento/magento2/pull/38025>,Content,true
AC-9712,Difference in less compilation between php & nodejs library (grunt) with complicated `calc` expressions,https://github.com/magento/magento2/issues/37841,Fix the difference in less compilation between php & nodejs library (grunt) after update wikimedia/less.php:^5.x,<https://github.com/magento/magento2/commit/b34c0a75>,Framework,true
AC-9843,i18n:collect-phrases breaks the translations integrity,"","The `bin/magento i18n:collect-phrases -o` command  now correctly collects and adds new phrases from JavaScript and .phtml files, ensuring that translations are accurately reflected in the translation file. Previously, the system failed to include multiline translation phrases from JavaScript files and phrases from .phtml files in the translation file, leading to incomplete or incorrect translations.",<https://github.com/magento/magento2/commit/0c53bbf7>,Admin UI,true
AC-9922,Google Analytics CSP Error https://region1.analytics.google.com,https://github.com/magento/magento2/issues/37750,"The system now correctly allows connections to 'https://region1.analytics.google.com' when Google Analytics is enabled, preventing Content Security Policy (CSP) errors. Previously, enabling Google Analytics and viewing the website from the EU would result in CSP console errors due to a refusal to connect to 'https://region1.analytics.google.com'.",<https://github.com/magento/magento2/pull/38991>,Analytics / Reporting,true
ACP2E-1411,[Test] Bundle products with 0 inventory showing on store front,"",The bundle product does not display on the additional websites using additional stock.,"",Inventory / MSI,true
ACP2E-1716,Site down after upgrade,"",The performance of fetching bundle products through GraphQl is improved.,"<https://github.com/magento/magento2/commit/ba25af8a>, <https://github.com/magento/inventory/commit/bdbf97ea>","GraphQL, Inventory / MSI, Performance",true
ACP2E-2055,Duplicate orders with same Quote Id at same time with few time difference,"",Fixed the issue when Adobe Commerce customers encountered duplicate orders placed with the same QuoteID,<https://github.com/magento/magento2/commit/f89a447e>,Cart & Checkout,true
ACP2E-2102,No Export VCL for Varnish 7 button in admin panel,"","""Export VCL for Varnish 7"" button was added to the Admin panel.",<https://github.com/magento/magento2/commit/a4fbf702>,Install & Administer,true
ACP2E-2139,Products assigned to shared catalog are not reflect on the front end when partial index is executed,"","Products assigned to shared catalog via REST API are now immediately visible on storefront after partial indexing is complete. Previously, Products were visible only after a full re-indexation.",<https://github.com/magento/magento2/commit/7377de59>,B2B,true
ACP2E-2224,Regular Price does not show on PLP for Configurable Product,"",Regular price is now being displayed on product listing pages for configurable products that have children products with special price.,<https://github.com/magento/magento2/commit/a4fbf702>,Catalog,true
ACP2E-2300,B2B - sitemap includes products/categories not assigned to Shared Catalog,"",Restrict the sitemap generated categories and products to the categories and product assigned only to the public shared catalog and / or the catalog category permission setup.,<https://github.com/magento/magento2/commit/ea79f7dd>,"Analytics / Reporting, B2B",true
ACP2E-2392,[On-PREM] Dynamic block issue,"",Wdigets are now being properly rendered within dynamic blocks.,<https://github.com/magento/magento2/commit/a12063bd>,Content,true
ACP2E-2470,Persistent shopping cart cleared during checkout step,"","After the fix, selecting the payment method during checkout while not logged in doesn't terminate the persistent session.",<https://github.com/magento/magento2/commit/a4fbf702>,Cart & Checkout,true
ACP2E-2478,Stock information not showing right on Visual Merchandising grid,"",Stock is now displayed according to selected store.,<https://github.com/magento/inventory/commit/bdbf97ea>,Catalog,true
ACP2E-2494,Performance issue when loading product attributes in cart rules,"",Improved query performance for sales rules - from around 150ms to single digit ms.,<https://github.com/magento/magento2/commit/ba25af8a>,Performance,true
ACP2E-2518,Reorder adds non assigned product to cart,"","Previously, for the different stores products can be reordered from the other store. After this fix is applied only the same store , same scope product can be reordered when the customer account share is enabled",<https://github.com/magento/magento2/commit/f89a447e>,Cart & Checkout,true
ACP2E-2519,"The coupon code count does not update in the   ""Time Used"" column in the Manage Coupon Codes tab if an order is placed with multi-shipping.","","Earlier, when an order was placed with multi-shipping, the coupon code count did not update in the ""Time Used"" column on the Manage Coupon Codes tab. Now, the correct count is displayed in both the ""Time Used"" reflecting the desired values with multi shipping.",<https://github.com/magento/magento2/commit/4745100c>,"Admin UI, Shipping",true
ACP2E-2529,Exception when checking a gift card balance when Recaptcha is enabled,"",Users will be able to fetch gift card balance in the view and edit cart screen. Previously these details were not shown while reCAPTCHA enabled.,<https://github.com/magento/magento2-page-builder/commit/4a2795ea>,UI Framework,true
ACP2E-2570,Advance Report is not working,"","The system now supports the generation of Advance Reporting data files for extra-large datasets by loading and writing reports in batches of 10,000. Previously, the Advance Reporting module was unable to generate data files for extra-large datasets, causing ""MySQL server has gone away"" errors during the execution of the analytics_collect_data cron job.",<https://github.com/magento/magento2/commit/a12063bd>,Analytics / Reporting,true
ACP2E-2602,Customer attribute not visible when creating account from invitation,"",Customer attributes are available while creating account from invitation.,<https://github.com/magento/magento2/commit/39d54c2d>,Promotion,true
ACP2E-2606,YouTube nocookie url not working in Page Builder,"",Now the pagebuilder allows the youtube no-cookie url in the form element settings of the validation rules. Previously the youtube no-cookie url is not working in pagebuilder.,"",Content,false
ACP2E-2607,MergeCart mutation throws exception when source and destination carts have same bundle items,"",'-,"<https://github.com/magento/magento2/commit/c971859e>, <https://github.com/magento/inventory/commit/db0620da>","GraphQL, Inventory / MSI",true
ACP2E-2617,Sales rule indexer stopped running,"","The system now successfully completes the sales rule indexer even with a large number of combined filter groups, ensuring that cart rule conditions are applied to the cart as expected. Previously, the sales rule indexer would fail to complete when there were a large number of combined filter groups, leading to an error message and preventing the application of cart rule conditions.","","Performance, Promotion",false
ACP2E-2620,"In admin, the ""Shopping Cart"" on left side doesn't get updated when selecting the items and ""Move to Shopping Cart"" from the right side","","The ""Shopping cart"" on the left side gets updated when selecting the items and ""Move to shopping cart"" from the right side in the admin side. Previously this functionality was not working because the transformed cart items were not getting empty from the session.",<https://github.com/magento/magento2/commit/39d54c2d>,Cart & Checkout,true
ACP2E-2621,Widget content is not updating on cms page,"","The system now updates the widget content on a CMS page when a product is set as new and saved, ensuring that the page displays the updated product collection. Previously, the page was not updated to show the new product due to the incorrect cache identities used for the widget in the cache.",<https://github.com/magento/magento2/commit/f89a447e>,Catalog,true
ACP2E-2622,Unable to save changes to phone number in existing order details,https://github.com/magento/magento2/issues/38201,Now the user can add the international prefix 00 in the telephone field of order address,<https://github.com/magento/magento2/commit/12e071c3>,Order,true
ACP2E-2627,Coupon code with Uses per Coupon limit is not getting released for payment failed with order cancel,"","The system now immediately updates coupon usages when an order is created or cancelled, and adds rule usages to a queue to prevent potential deadlocks. This ensures that a coupon code with a ""Uses per Coupon"" limit is released and can be reused if an order is cancelled due to a failed payment. Previously, the system did not release the coupon code for reuse in such cases, resulting in an error message stating that the coupon code was not valid.",<https://github.com/magento/magento2/commit/c971859e>,Promotion,true
ACP2E-2630,Issues saving advanced pricing on bundle products,"",Bundle product saving performance improvement.,<https://github.com/magento/magento2/commit/b2286ecf>,Catalog,true
